storm_id,timestamp,lat,lon,wind_kt,pressure_hpa,basin
2021267N18094,2021-09-30T03:00:00,22.6,68.7,25.0,998.0,ARB
2021267N18094,2021-09-30T06:00:00,22.6,68.3,25.0,998.0,ARB
2021267N18094,2021-09-30T12:00:00,22.9,67.2,25.0,998.0,ARB
2021267N18094,2021-09-30T18:00:00,23.0,66.4,30.0,996.0,ARB
2021267N18094,2021-10-01T00:00:00,23.1,65.4,35.0,995.0,ARB
2021267N18094,2021-10-01T03:00:00,23.1,64.9,40.0,994.0,ARB
2021267N18094,2021-10-01T06:00:00,23.2,64.6,45.0,992.0,ARB
2021267N18094,2021-10-01T09:00:00,23.3,64.2,45.0,991.0,ARB
2021267N18094,2021-10-01T12:00:00,23.5,63.9,55.0,987.0,ARB
2021267N18094,2021-10-01T15:00:00,23.6,63.5,55.0,986.0,ARB
2021267N18094,2021-10-01T18:00:00,23.7,63.2,60.0,984.0,ARB
2021267N18094,2021-10-01T21:00:00,23.8,62.8,60.0,984.0,ARB
2021267N18094,2021-10-02T00:00:00,23.8,62.5,60.0,984.0,ARB
2021267N18094,2021-10-02T03:00:00,24.0,62.1,60.0,984.0,ARB
2021267N18094,2021-10-02T06:00:00,24.1,61.7,60.0,984.0,ARB
2021267N18094,2021-10-02T09:00:00,24.2,61.3,60.0,984.0,ARB
2021267N18094,2021-10-02T12:00:00,24.4,60.9,60.0,984.0,ARB
2021267N18094,2021-10-02T15:00:00,24.4,60.5,60.0,984.0,ARB
2021267N18094,2021-10-02T18:00:00,24.3,60.1,60.0,984.0,ARB
2021267N18094,2021-10-02T21:00:00,24.3,59.7,60.0,984.0,ARB
2021267N18094,2021-10-03T00:00:00,24.2,59.5,60.0,984.0,ARB
2021267N18094,2021-10-03T03:00:00,24.1,59.1,60.0,984.0,ARB
2021267N18094,2021-10-03T06:00:00,24.1,58.8,60.0,984.0,ARB
2021267N18094,2021-10-03T09:00:00,24.1,58.4,60.0,984.0,ARB
2021267N18094,2021-10-03T12:00:00,24.0,58.1,60.0,984.0,ARB
2021267N18094,2021-10-03T15:00:00,24.0,57.8,60.0,984.0,ARB
2021267N18094,2021-10-03T18:00:00,23.9,57.6,55.0,986.0,ARB
2021267N18094,2021-10-03T21:00:00,23.8,57.3,55.0,988.0,ARB
2021267N18094,2021-10-04T00:00:00,23.7,56.9,40.0,994.0,ARB
2021267N18094,2021-10-04T03:00:00,23.5,56.5,30.0,998.0,ARB
2021267N18094,2021-10-04T06:00:00,23.4,56.1,20.0,1000.0,ARB
2022126N07095,2022-05-07T06:00:00,9.4,91.2,25.0,996.0,BOB
2022126N07095,2022-05-07T12:00:00,10.1,90.5,30.0,995.0,BOB
2022126N07095,2022-05-07T18:00:00,10.7,90.0,30.0,994.0,BOB
2022126N07095,2022-05-08T00:00:00,11.2,89.3,35.0,992.0,BOB
2022126N07095,2022-05-08T03:00:00,11.5,88.9,40.0,990.0,BOB
2022126N07095,2022-05-08T06:00:00,11.9,88.6,45.0,988.0,BOB
2022126N07095,2022-05-08T09:00:00,12.1,88.2,45.0,988.0,BOB
2022126N07095,2022-05-08T12:00:00,12.5,88.0,50.0,986.0,BOB
2022126N07095,2022-05-08T15:00:00,12.8,87.6,50.0,986.0,BOB
2022126N07095,2022-05-08T18:00:00,13.1,87.4,55.0,984.0,BOB
2022126N07095,2022-05-08T21:00:00,13.5,86.9,55.0,984.0,BOB
2022126N07095,2022-05-09T00:00:00,13.8,86.5,55.0,983.0,BOB
2022126N07095,2022-05-09T03:00:00,14.0,86.2,55.0,982.0,BOB
2022126N07095,2022-05-09T06:00:00,14.3,85.9,55.0,982.0,BOB
2022126N07095,2022-05-09T09:00:00,14.4,85.6,55.0,982.0,BOB
2022126N07095,2022-05-09T12:00:00,14.6,85.3,55.0,982.0,BOB
2022126N07095,2022-05-09T15:00:00,14.7,85.0,55.0,982.0,BOB
2022126N07095,2022-05-09T18:00:00,14.8,84.7,55.0,982.0,BOB
2022126N07095,2022-05-09T21:00:00,14.9,84.4,55.0,982.0,BOB
2022126N07095,2022-05-10T00:00:00,15.0,84.1,55.0,982.0,BOB
2022126N07095,2022-05-10T03:00:00,15.1,83.6,55.0,984.0,BOB
2022126N07095,2022-05-10T06:00:00,15.2,83.3,55.0,984.0,BOB
2022126N07095,2022-05-10T09:00:00,15.2,82.9,55.0,984.0,BOB
2022126N07095,2022-05-10T12:00:00,15.4,82.6,50.0,984.0,BOB
2022126N07095,2022-05-10T15:00:00,15.4,82.2,50.0,985.0,BOB
2022126N07095,2022-05-10T18:00:00,15.6,82.0,50.0,986.0,BOB
2022126N07095,2022-05-10T21:00:00,15.7,81.8,45.0,986.0,BOB
2022126N07095,2022-05-11T00:00:00,15.8,81.7,45.0,988.0,BOB
2022126N07095,2022-05-11T03:00:00,15.9,81.6,45.0,988.0,BOB
2022126N07095,2022-05-11T06:00:00,16.0,81.5,40.0,990.0,BOB
2022126N07095,2022-05-11T09:00:00,16.0,81.4,40.0,990.0,BOB
2022126N07095,2022-05-11T12:00:00,16.1,81.3,30.0,992.0,BOB
2022126N07095,2022-05-11T15:00:00,16.0,81.1,30.0,993.0,BOB
2022126N07095,2022-05-11T18:00:00,15.9,80.9,30.0,994.0,BOB
2022126N07095,2022-05-12T00:00:00,15.6,80.4,25.0,996.0,BOB
2023129N08091,2023-05-09T12:00:00,7.9,89.3,25.0,1002.0,BOB
2023129N08091,2023-05-09T18:00:00,8.3,89.1,25.0,1002.0,BOB
2023129N08091,2023-05-10T00:00:00,8.5,89.0,30.0,1000.0,BOB
2023129N08091,2023-05-10T03:00:00,8.8,88.7,30.0,1000.0,BOB
2023129N08091,2023-05-10T06:00:00,9.3,88.5,30.0,999.0,BOB
2023129N08091,2023-05-10T12:00:00,10.1,88.4,30.0,998.0,BOB
2023129N08091,2023-05-10T18:00:00,10.8,88.3,30.0,998.0,BOB
2023129N08091,2023-05-11T00:00:00,11.2,88.1,35.0,997.0,BOB
2023129N08091,2023-05-11T03:00:00,11.3,88.1,35.0,996.0,BOB
2023129N08091,2023-05-11T06:00:00,11.6,88.1,45.0,996.0,BOB
2023129N08091,2023-05-11T09:00:00,11.8,88.0,45.0,996.0,BOB
2023129N08091,2023-05-11T12:00:00,12.1,88.1,50.0,994.0,BOB
2023129N08091,2023-05-11T15:00:00,12.4,88.1,50.0,992.0,BOB
2023129N08091,2023-05-11T18:00:00,12.8,88.1,50.0,992.0,BOB
2023129N08091,2023-05-11T21:00:00,13.0,88.1,60.0,986.0,BOB
2023129N08091,2023-05-12T00:00:00,13.3,88.1,65.0,982.0,BOB
2023129N08091,2023-05-12T03:00:00,13.7,88.2,65.0,982.0,BOB
2023129N08091,2023-05-12T06:00:00,14.0,88.3,75.0,974.0,BOB
2023129N08091,2023-05-12T09:00:00,14.3,88.4,85.0,970.0,BOB
2023129N08091,2023-05-12T12:00:00,14.6,88.6,85.0,970.0,BOB
2023129N08091,2023-05-12T15:00:00,14.8,88.7,90.0,964.0,BOB
2023129N08091,2023-05-12T18:00:00,15.0,88.9,100.0,954.0,BOB
2023129N08091,2023-05-12T21:00:00,15.1,89.0,100.0,954.0,BOB
2023129N08091,2023-05-13T00:00:00,15.4,89.1,100.0,954.0,BOB
2023129N08091,2023-05-13T03:00:00,15.7,89.5,100.0,954.0,BOB
2023129N08091,2023-05-13T06:00:00,16.0,90.0,105.0,950.0,BOB
2023129N08091,2023-05-13T09:00:00,16.4,90.3,105.0,950.0,BOB
2023129N08091,2023-05-13T12:00:00,16.9,90.8,110.0,944.0,BOB
2023129N08091,2023-05-13T15:00:00,17.4,91.0,110.0,944.0,BOB
2023129N08091,2023-05-13T18:00:00,17.9,91.2,115.0,938.0,BOB
2023129N08091,2023-05-13T21:00:00,18.3,91.4,115.0,938.0,BOB
2023129N08091,2023-05-14T00:00:00,18.7,91.7,115.0,938.0,BOB
2023129N08091,2023-05-14T03:00:00,19.3,92.1,110.0,944.0,BOB
2023129N08091,2023-05-14T06:00:00,19.9,92.6,100.0,952.0,BOB
2023129N08091,2023-05-14T09:00:00,20.4,92.9,90.0,964.0,BOB
2023129N08091,2023-05-14T12:00:00,21.1,93.3,75.0,974.0,BOB
2023129N08091,2023-05-14T15:00:00,22.1,94.1,60.0,984.0,BOB
2023129N08091,2023-05-14T18:00:00,23.3,95.2,50.0,992.0,BOB
2023129N08091,2023-05-14T21:00:00,24.3,96.1,35.0,996.0,BOB
2023129N08091,2023-05-15T00:00:00,25.1,97.8,25.0,1000.0,BOB
2023156N10067,2023-06-06T00:00:00,11.5,66.0,25.0,1000.0,ARB
2023156N10067,2023-06-06T03:00:00,11.7,66.0,25.0,1000.0,ARB
2023156N10067,2023-06-06T06:00:00,11.9,65.9,30.0,999.0,ARB
2023156N10067,2023-06-06T12:00:00,12.2,66.0,35.0,998.0,ARB
2023156N10067,2023-06-06T15:00:00,12.3,66.0,35.0,998.0,ARB
2023156N10067,2023-06-06T18:00:00,12.5,66.1,40.0,996.0,ARB
2023156N10067,2023-06-06T21:00:00,12.5,66.2,45.0,996.0,ARB
2023156N10067,2023-06-07T00:00:00,12.6,66.3,55.0,990.0,ARB
2023156N10067,2023-06-07T03:00:00,12.8,66.3,60.0,988.0,ARB
2023156N10067,2023-06-07T06:00:00,13.0,66.4,65.0,983.0,ARB
2023156N10067,2023-06-07T09:00:00,13.2,66.3,65.0,983.0,ARB
2023156N10067,2023-06-07T12:00:00,13.3,66.2,65.0,983.0,ARB
2023156N10067,2023-06-07T15:00:00,13.4,66.2,65.0,983.0,ARB
2023156N10067,2023-06-07T18:00:00,13.6,66.1,70.0,980.0,ARB
2023156N10067,2023-06-07T21:00:00,13.6,66.0,70.0,980.0,ARB
2023156N10067,2023-06-08T00:00:00,13.8,66.1,75.0,978.0,ARB
2023156N10067,2023-06-08T03:00:00,13.9,66.0,75.0,978.0,ARB
2023156N10067,2023-06-08T06:00:00,14.0,66.0,75.0,978.0,ARB
2023156N10067,2023-06-08T09:00:00,14.2,66.0,75.0,978.0,ARB
2023156N10067,2023-06-08T12:00:00,14.3,66.0,75.0,978.0,ARB
2023156N10067,2023-06-08T15:00:00,14.4,66.0,75.0,978.0,ARB
2023156N10067,2023-06-08T18:00:00,14.6,66.1,75.0,978.0,ARB
2023156N10067,2023-06-08T21:00:00,14.6,66.1,75.0,978.0,ARB
2023156N10067,2023-06-09T00:00:00,14.8,66.3,75.0,978.0,ARB
2023156N10067,2023-06-09T03:00:00,14.8,66.5,70.0,980.0,ARB
2023156N10067,2023-06-09T06:00:00,15.0,66.8,70.0,980.0,ARB
2023156N10067,2023-06-09T09:00:00,15.3,67.0,70.0,980.0,ARB
2023156N10067,2023-06-09T12:00:00,15.6,67.2,65.0,982.0,ARB
2023156N10067,2023-06-09T15:00:00,15.9,67.3,65.0,982.0,ARB
2023156N10067,2023-06-09T18:00:00,16.2,67.4,70.0,978.0,ARB
2023156N10067,2023-06-09T21:00:00,16.3,67.4,70.0,976.0,ARB
2023156N10067,2023-06-10T00:00:00,16.5,67.4,75.0,974.0,ARB
2023156N10067,2023-06-10T03:00:00,16.6,67.3,75.0,972.0,ARB
2023156N10067,2023-06-10T06:00:00,16.7,67.3,75.0,970.0,ARB
2023156N10067,2023-06-10T09:00:00,16.9,67.4,80.0,966.0,ARB
2023156N10067,2023-06-10T12:00:00,17.2,67.3,80.0,964.0,ARB
2023156N10067,2023-06-10T15:00:00,17.4,67.3,80.0,964.0,ARB
2023156N10067,2023-06-10T18:00:00,17.5,67.4,85.0,962.0,ARB
2023156N10067,2023-06-10T21:00:00,17.6,67.4,85.0,962.0,ARB
2023156N10067,2023-06-11T00:00:00,17.8,67.6,90.0,960.0,ARB
2023156N10067,2023-06-11T03:00:00,18.0,67.7,90.0,958.0,ARB
2023156N10067,2023-06-11T06:00:00,18.3,67.8,90.0,958.0,ARB
2023156N10067,2023-06-11T09:00:00,18.5,67.8,90.0,958.0,ARB
2023156N10067,2023-06-11T12:00:00,18.7,67.8,90.0,958.0,ARB
2023156N10067,2023-06-11T15:00:00,18.8,67.8,90.0,958.0,ARB
2023156N10067,2023-06-11T18:00:00,18.9,67.8,90.0,958.0,ARB
2023156N10067,2023-06-11T21:00:00,19.0,67.7,90.0,958.0,ARB
2023156N10067,2023-06-12T00:00:00,19.2,67.7,90.0,958.0,ARB
2023156N10067,2023-06-12T03:00:00,19.4,67.6,90.0,958.0,ARB
2023156N10067,2023-06-12T06:00:00,19.7,67.5,90.0,958.0,ARB
2023156N10067,2023-06-12T09:00:00,19.8,67.4,90.0,958.0,ARB
2023156N10067,2023-06-12T12:00:00,19.9,67.3,90.0,960.0,ARB
2023156N10067,2023-06-12T15:00:00,20.0,67.2,90.0,960.0,ARB
2023156N10067,2023-06-12T18:00:00,20.2,67.2,85.0,962.0,ARB
2023156N10067,2023-06-12T21:00:00,20.4,67.2,85.0,962.0,ARB
2023156N10067,2023-06-13T00:00:00,20.7,67.0,85.0,962.0,ARB
2023156N10067,2023-06-13T03:00:00,20.9,66.9,85.0,962.0,ARB
2023156N10067,2023-06-13T06:00:00,21.0,66.8,85.0,962.0,ARB
2023156N10067,2023-06-13T09:00:00,21.1,66.5,85.0,962.0,ARB
2023156N10067,2023-06-13T12:00:00,21.2,66.5,85.0,962.0,ARB
2023156N10067,2023-06-13T15:00:00,21.3,66.4,85.0,962.0,ARB
2023156N10067,2023-06-13T18:00:00,21.5,66.4,85.0,962.0,ARB
2023156N10067,2023-06-13T21:00:00,21.5,66.3,85.0,964.0,ARB
2023156N10067,2023-06-14T00:00:00,21.6,66.3,80.0,966.0,ARB
2023156N10067,2023-06-14T03:00:00,21.6,66.3,80.0,966.0,ARB
2023156N10067,2023-06-14T06:00:00,21.6,66.4,80.0,966.0,ARB
2023156N10067,2023-06-14T09:00:00,21.7,66.6,80.0,966.0,ARB
2023156N10067,2023-06-14T12:00:00,21.9,66.7,75.0,970.0,ARB
2023156N10067,2023-06-14T15:00:00,22.1,66.8,70.0,974.0,ARB
2023156N10067,2023-06-14T18:00:00,22.2,66.8,70.0,974.0,ARB
2023156N10067,2023-06-14T21:00:00,22.3,66.8,70.0,974.0,ARB
2023156N10067,2023-06-15T00:00:00,22.3,67.0,70.0,974.0,ARB
2023156N10067,2023-06-15T03:00:00,22.5,67.1,70.0,974.0,ARB
2023156N10067,2023-06-15T06:00:00,22.6,67.3,65.0,976.0,ARB
2023156N10067,2023-06-15T09:00:00,22.7,67.7,65.0,976.0,ARB
2023156N10067,2023-06-15T12:00:00,22.8,68.1,65.0,976.0,ARB
2023156N10067,2023-06-15T15:00:00,23.1,68.4,65.0,976.0,ARB
2023156N10067,2023-06-15T18:00:00,23.3,68.6,60.0,980.0,ARB
2023156N10067,2023-06-15T21:00:00,23.4,68.8,50.0,982.0,ARB
2023156N10067,2023-06-16T00:00:00,23.5,69.1,50.0,978.0,ARB
2023156N10067,2023-06-16T03:00:00,23.5,69.4,45.0,978.0,ARB
2023156N10067,2023-06-16T06:00:00,23.7,69.7,40.0,980.0,ARB
2023156N10067,2023-06-16T09:00:00,23.9,70.0,40.0,984.0,ARB
2023156N10067,2023-06-16T12:00:00,24.2,70.4,35.0,986.0,ARB
2023156N10067,2023-06-16T15:00:00,24.5,70.7,35.0,987.0,ARB
2023156N10067,2023-06-16T18:00:00,24.6,70.9,30.0,988.0,ARB
2023156N10067,2023-06-17T00:00:00,24.8,71.2,30.0,988.0,ARB
2023156N10067,2023-06-17T03:00:00,25.0,71.5,30.0,988.0,ARB
2023156N10067,2023-06-17T06:00:00,25.3,71.9,30.0,989.0,ARB
2023156N10067,2023-06-17T12:00:00,25.6,72.5,25.0,990.0,ARB
2023156N10067,2023-06-17T18:00:00,25.8,72.8,25.0,991.0,ARB
2023156N10067,2023-06-18T00:00:00,26.0,73.3,25.0,991.0,ARB
2023156N10067,2023-06-18T03:00:00,26.2,73.8,25.0,992.0,ARB
2023156N10067,2023-06-18T06:00:00,26.3,74.0,25.0,994.0,ARB
2023156N10067,2023-06-18T12:00:00,26.3,74.7,20.0,995.0,ARB
2023156N10067,2023-06-18T18:00:00,26.3,75.2,20.0,995.0,ARB
2023156N10067,2023-06-19T00:00:00,26.3,76.0,20.0,995.0,ARB
2023292N11063,2023-10-20T03:00:00,9.3,61.8,25.0,1004.0,ARB
2023292N11063,2023-10-20T06:00:00,9.3,61.6,25.0,1004.0,ARB
2023292N11063,2023-10-20T12:00:00,9.4,61.1,30.0,1003.0,ARB
2023292N11063,2023-10-20T18:00:00,9.6,60.3,30.0,1002.0,ARB
2023292N11063,2023-10-21T00:00:00,9.9,59.2,35.0,1001.0,ARB
2023292N11063,2023-10-21T03:00:00,10.1,58.7,45.0,998.0,ARB
2023292N11063,2023-10-21T06:00:00,10.3,58.3,50.0,996.0,ARB
2023292N11063,2023-10-21T09:00:00,10.3,57.8,50.0,995.0,ARB
2023292N11063,2023-10-21T12:00:00,10.7,57.4,55.0,992.0,ARB
2023292N11063,2023-10-21T15:00:00,11.1,57.0,65.0,988.0,ARB
2023292N11063,2023-10-21T18:00:00,11.4,56.6,75.0,980.0,ARB
2023292N11063,2023-10-21T21:00:00,11.7,56.1,80.0,976.0,ARB
2023292N11063,2023-10-22T00:00:00,12.1,55.9,85.0,972.0,ARB
2023292N11063,2023-10-22T03:00:00,12.4,55.4,95.0,964.0,ARB
2023292N11063,2023-10-22T06:00:00,12.7,55.1,95.0,964.0,ARB
2023292N11063,2023-10-22T09:00:00,13.0,54.7,95.0,964.0,ARB
2023292N11063,2023-10-22T12:00:00,13.4,54.4,95.0,964.0,ARB
2023292N11063,2023-10-22T15:00:00,13.6,54.1,95.0,964.0,ARB
2023292N11063,2023-10-22T18:00:00,13.9,53.9,95.0,964.0,ARB
2023292N11063,2023-10-22T21:00:00,14.1,53.5,95.0,966.0,ARB
2023292N11063,2023-10-23T00:00:00,14.3,53.4,90.0,968.0,ARB
2023292N11063,2023-10-23T03:00:00,14.6,53.1,85.0,972.0,ARB
2023292N11063,2023-10-23T06:00:00,14.9,52.9,80.0,976.0,ARB
2023292N11063,2023-10-23T09:00:00,15.1,52.7,80.0,978.0,ARB
2023292N11063,2023-10-23T12:00:00,15.4,52.7,75.0,981.0,ARB
2023292N11063,2023-10-23T15:00:00,15.6,52.5,70.0,984.0,ARB
2023292N11063,2023-10-23T18:00:00,15.8,52.3,70.0,986.0,ARB
2023292N11063,2023-10-23T21:00:00,15.8,52.3,65.0,988.0,ARB
2023292N11063,2023-10-24T00:00:00,15.9,52.3,60.0,990.0,ARB
2023292N11063,2023-10-24T03:00:00,15.8,51.9,50.0,996.0,ARB
2023292N11063,2023-10-24T06:00:00,15.9,51.6,40.0,1000.0,ARB
2023292N11063,2023-10-24T09:00:00,16.1,51.4,30.0,1002.0,ARB
2023292N11063,2023-10-24T12:00:00,16.4,51.3,25.0,1004.0,ARB
2023334N08088,2023-12-01T00:00:00,8.8,85.8,20.0,1002.0,BOB
2023334N08088,2023-12-01T03:00:00,9.0,85.6,20.0,1002.0,BOB
2023334N08088,2023-12-01T06:00:00,9.2,85.4,25.0,1002.0,BOB
2023334N08088,2023-12-01T12:00:00,9.7,85.1,25.0,1001.0,BOB
2023334N08088,2023-12-01T18:00:00,9.9,84.8,25.0,1000.0,BOB
2023334N08088,2023-12-02T00:00:00,10.1,84.1,30.0,998.0,BOB
2023334N08088,2023-12-02T03:00:00,10.2,83.8,30.0,997.0,BOB
2023334N08088,2023-12-02T06:00:00,10.3,83.6,30.0,997.0,BOB
2023334N08088,2023-12-02T12:00:00,10.5,83.5,30.0,997.0,BOB
2023334N08088,2023-12-02T18:00:00,10.8,83.1,30.0,996.0,BOB
2023334N08088,2023-12-03T00:00:00,11.3,82.9,35.0,995.0,BOB
2023334N08088,2023-12-03T03:00:00,11.5,82.7,35.0,995.0,BOB
2023334N08088,2023-12-03T06:00:00,11.9,82.5,35.0,995.0,BOB
2023334N08088,2023-12-03T09:00:00,12.1,82.4,35.0,995.0,BOB
2023334N08088,2023-12-03T12:00:00,12.3,82.3,35.0,995.0,BOB
2023334N08088,2023-12-03T15:00:00,12.5,82.1,40.0,994.0,BOB
2023334N08088,2023-12-03T18:00:00,12.8,81.8,45.0,992.0,BOB
2023334N08088,2023-12-03T21:00:00,12.9,81.6,45.0,992.0,BOB
2023334N08088,2023-12-04T00:00:00,13.1,81.4,45.0,992.0,BOB
2023334N08088,2023-12-04T03:00:00,13.3,81.1,50.0,988.0,BOB
2023334N08088,2023-12-04T06:00:00,13.5,80.9,50.0,988.0,BOB
2023334N08088,2023-12-04T09:00:00,13.7,80.7,50.0,988.0,BOB
2023334N08088,2023-12-04T12:00:00,14.0,80.6,55.0,986.0,BOB
2023334N08088,2023-12-04T15:00:00,14.2,80.4,55.0,986.0,BOB
2023334N08088,2023-12-04T18:00:00,14.4,80.3,55.0,986.0,BOB
2023334N08088,2023-12-04T21:00:00,14.6,80.2,55.0,986.0,BOB
2023334N08088,2023-12-05T00:00:00,14.9,80.1,50.0,988.0,BOB
2023334N08088,2023-12-05T03:00:00,15.2,80.1,50.0,988.0,BOB
2023334N08088,2023-12-05T06:00:00,15.6,80.2,50.0,988.0,BOB
2023334N08088,2023-12-05T09:00:00,15.8,80.2,50.0,990.0,BOB
2023334N08088,2023-12-05T12:00:00,16.0,80.2,40.0,996.0,BOB
2023334N08088,2023-12-05T15:00:00,16.4,80.3,35.0,998.0,BOB
2023334N08088,2023-12-05T18:00:00,16.9,80.4,30.0,1000.0,BOB
2023334N08088,2023-12-06T00:00:00,17.3,80.6,20.0,1004.0,BOB
